name,test_loss (~),test_loss,test_perplexity,lm-eval-avg-acc,lm-eval-avg-acc-std,-,-,-,-,-,I.isotropy,I.max norm,I.avg norm,I.min norm,I.mu norm,I.ratio norm,I.fhs_cos_sim,I.fhs_dot_prod,I.eb_cos_sim,-,O.isotropy,O.max norm,O.avg norm,O.min norm,O.mu norm,O.ratio norm,O.fhs_cos_sim,O.fhs_dot_prod,O.eb_cos_sim,O.eb_dot_sim,"O.corr_p(norm, lbp)","O.corr_s(norm, lbp)","O.corr_p(Emu, lbp)","O.corr_s(Emu, lbp)",O.Smin,O.Smax,O.Smin/Smax,O.logits_mean_mean,O.logits_mean_std,O.logits_std_mean,O.logits_std_std,O.logits_mean_absmean,O.logits_mean_absmax,H.mean_logsqZ,time
wor80E-57M-13p1B-100k-bs64-lr30-muloss-g1e-07-s1,3.369,3.369,29.063,,,-,-,-,-,-,0.184,13.469,11.357,0.893,0.973,0.086,-0.0652,-4.9612,30.0,-,0.009,16.975,7.612,3.352,6.150,0.808,-0.0090,-0.1081,16.3,8.4,-0.649,-0.703,-0.716,-0.701,3.71,1466.19,0.25%,-4.9688,3.3438,11.5000,0.4414,10.1250,25.8750,268.0,12927.0
wor80E-57M-13p1B-100k-bs64-lr300-muloss-g1e+02-s1,3.362,3.362,28.859,,,-,-,-,-,-,0.000,187.942,102.930,0.893,11.759,0.114,-0.8648,-0.0002,46.0,-,0.031,46.122,20.140,8.319,0.000,0.000,0.0272,0.6762,49.0,43.6,0.540,0.509,-0.224,-0.116,32.76,679.71,4.82%,-0.0002,2.5938,0.0001,0.4883,1.9766,16.7500,38.6,12917.8
wor80E-57M-13p1B-100k-bs64-lr300-muloss-g1e-04-s1,3.381,3.381,29.395,,,-,-,-,-,-,0.000,210.918,99.858,0.893,11.062,0.111,0.0475,3.8560,50.5,-,0.000,278.975,46.224,22.585,17.437,0.377,-0.0435,-2.2387,13.2,2.0,-0.532,-0.398,-0.256,-0.476,12.04,9714.37,0.12%,3.8438,3.4062,37.0000,0.7344,30.6250,47.7500,42.7,12936.0
wor80E-57M-13p1B-100k-bs64-lr300-muloss-g1e-07-s1,3.378,3.378,29.308,,,-,-,-,-,-,0.000,235.240,97.503,0.893,10.157,0.104,-0.0277,-9.7631,44.6,-,0.000,123.009,68.334,34.344,56.565,0.828,0.0330,2.0856,22.8,8.8,-0.509,-0.519,-0.563,-0.527,12.04,13221.87,0.09%,-9.7500,3.4844,15.1875,0.7656,14.8750,33.0000,43.1,12880.8
wor80E-57M-13p1B-100k-bs64-lr3000-muloss-g1e+02-s1,3.448,3.448,31.423,,,-,-,-,-,-,0.000,1303.965,508.045,0.893,77.918,0.153,-0.9119,-0.0000,47.7,-,0.000,61.714,28.445,4.303,0.000,0.000,0.0130,0.5707,55.2,51.2,0.682,0.638,-0.438,-0.359,41.74,1169.40,3.57%,-0.0000,2.9375,0.0000,0.6602,2.2812,17.3750,38.2,12888.5
wor80E-57M-13p1B-100k-bs64-lr3000-muloss-g1e-04-s1,3.425,3.425,30.715,,,-,-,-,-,-,0.000,1219.695,525.163,0.893,98.965,0.188,0.2043,0.7559,57.4,-,0.000,470.980,216.869,87.953,4.466,0.021,0.0067,0.5505,35.6,32.6,0.151,0.005,-0.312,-0.244,114.53,11514.57,0.99%,0.7539,2.7812,1.8672,0.6875,2.7031,18.5000,38.2,12872.9
wor80E-57M-13p1B-100k-bs64-lr3000-muloss-g1e-07-s1,3.903,3.903,49.535,,,-,-,-,-,-,0.000,1202.604,483.881,0.893,63.985,0.132,0.1435,367.8289,49.2,-,0.000,738.796,418.290,226.107,326.211,0.780,0.0507,25.5033,19.0,-2.4,-0.285,-0.313,-0.269,-0.293,131.21,75662.73,0.17%,368.0000,30.1250,668.0000,48.5000,376.0000,402.0000,48.1,12848.1
wor80Z-57M-13p1B-100k-bs64-lr10-zloss-g1e+02-s1,3.791,3.791,44.302,,,-,-,-,-,-,0.475,4.966,3.715,0.893,0.643,0.173,-0.3244,-18.4789,49.5,-,0.076,9.916,5.025,1.913,2.775,0.552,0.0693,0.9155,50.6,44.7,-0.406,-0.599,-0.317,-0.408,7.51,710.92,1.06%,-18.5000,4.1875,2.4688,0.9805,18.5000,40.0000,55.1,13244.4
wor80Z-57M-13p1B-100k-bs64-lr10-zloss-g1e-01-s1,3.366,3.366,28.976,,,-,-,-,-,-,0.684,4.587,3.961,0.893,0.303,0.077,-0.1945,-18.0848,6.0,-,0.030,6.271,3.770,2.002,3.371,0.894,-0.0687,-0.5752,30.4,4.9,-0.737,-0.711,-0.782,-0.718,2.03,762.38,0.27%,-18.1250,3.4062,2.0469,0.4082,18.1250,36.5000,566.6,13371.6
wor80Z-57M-13p1B-100k-bs64-lr10-zloss-g1e-07-s1,3.386,3.386,29.562,,,-,-,-,-,-,0.799,4.536,3.938,0.893,0.212,0.054,-0.0762,-2.7744,5.7,-,0.124,4.557,2.443,1.229,1.865,0.764,0.0300,0.1238,14.7,2.3,-0.660,-0.689,-0.737,-0.686,1.99,440.95,0.45%,-2.7812,2.7031,9.0625,0.3066,7.7812,21.2500,780.9,13220.1
wor80Z-57M-13p1B-100k-bs64-lr100-zloss-g1e+02-s1,4.007,4.007,54.957,,,-,-,-,-,-,0.000,50.833,23.422,0.893,5.130,0.219,-0.1493,-18.5175,37.4,-,0.000,64.196,36.266,6.259,17.510,0.483,-0.0437,-1.5873,45.2,44.3,-0.133,-0.310,-0.048,-0.225,3.56,4689.76,0.08%,-18.5000,5.3125,2.0312,0.8203,18.5000,66.5000,38.1,13249.9
wor80Z-57M-13p1B-100k-bs64-lr100-zloss-g1e-01-s1,3.349,3.349,28.472,,,-,-,-,-,-,0.010,63.200,36.894,0.893,3.928,0.106,-0.0616,-19.2424,45.5,-,0.000,56.776,32.983,17.866,29.436,0.892,-0.0153,-0.6379,27.0,4.2,-0.654,-0.662,-0.630,-0.597,8.75,6673.70,0.13%,-19.2500,4.1875,2.6562,0.6914,19.2500,45.5000,73.8,13195.9
wor80Z-57M-13p1B-100k-bs64-lr100-zloss-g1e-07-s1,3.369,3.369,29.043,,,-,-,-,-,-,0.000,50.321,36.691,0.893,3.950,0.108,0.0580,12.4258,34.2,-,0.000,52.043,23.314,9.433,17.927,0.769,-0.0090,-0.4261,19.1,3.2,-0.597,-0.651,-0.655,-0.625,7.64,4324.77,0.18%,12.4375,3.5781,13.8750,0.5117,15.2500,33.0000,95.4,13214.3
wor80Z-57M-13p1B-100k-bs64-lr1000-zloss-g1e+02-s1,6.727,6.727,834.349,,,-,-,-,-,-,0.000,372.862,55.167,0.893,5.265,0.095,-0.4230,-14.7630,15.3,-,0.000,148.476,50.198,12.049,15.505,0.309,0.0053,0.0623,8.8,4.2,0.391,0.414,-0.154,-0.326,80.90,4112.28,1.97%,-14.7500,4.0312,1.0312,0.9961,14.7500,50.2500,38.3,13153.4
wor80Z-57M-13p1B-100k-bs64-lr1000-zloss-g1e-01-s1,3.385,3.385,29.522,,,-,-,-,-,-,0.000,1100.057,301.867,0.893,36.356,0.120,-0.0050,-19.6105,54.9,-,0.000,643.255,429.061,170.823,405.723,0.946,-0.0019,-0.6816,26.4,-1.1,-0.593,-0.576,-0.562,-0.552,32.32,91983.54,0.04%,-19.6250,4.9688,2.8906,1.2969,19.6250,88.0000,39.8,13157.1
wor80Z-57M-13p1B-100k-bs64-lr1000-zloss-g1e-07-s1,3.440,3.440,31.191,,,-,-,-,-,-,0.000,1348.855,286.669,0.893,31.052,0.108,0.0918,88.1133,46.5,-,0.000,356.363,191.916,82.705,155.141,0.808,0.0800,15.3678,21.9,3.2,-0.505,-0.493,-0.578,-0.525,50.43,37338.04,0.14%,88.0000,4.0625,167.0000,1.6641,93.0000,111.5000,50.3,13192.2
wor80Z-57M-13p1B-100k-bs64-lr3-zloss-g1e+02-s1,3.802,3.802,44.802,,,-,-,-,-,-,0.746,1.874,1.529,0.893,0.243,0.159,-0.5799,-17.5753,48.9,-,0.120,4.072,2.667,1.270,2.099,0.787,0.0075,0.0263,47.6,33.3,-0.597,-0.705,-0.652,-0.712,5.57,478.39,1.16%,-17.6250,3.3281,1.9688,0.3848,17.6250,31.6250,46.8,13174.3
wor80Z-57M-13p1B-100k-bs64-lr3-zloss-g1e-01-s1,3.419,3.419,30.543,,,-,-,-,-,-,0.929,1.792,1.551,0.893,0.094,0.060,-0.1845,-17.6445,5.5,-,0.066,3.977,2.771,1.223,2.663,0.961,-0.0313,-0.1052,26.1,-0.2,-0.759,-0.693,-0.764,-0.677,1.38,601.51,0.23%,-17.6250,3.0938,1.9922,0.3887,17.6250,33.2500,1026.7,13157.8
wor80Z-57M-13p1B-100k-bs64-lr3-zloss-g1e-07-s1,3.442,3.442,31.255,,,-,-,-,-,-,0.976,1.728,1.536,0.893,0.033,0.022,-0.0990,-2.6048,1.6,-,0.340,2.463,1.297,0.527,1.112,0.857,-0.0128,-0.0100,4.5,-2.7,-0.607,-0.602,-0.694,-0.626,1.48,265.15,0.56%,-2.6094,2.4844,6.0312,0.1914,5.7812,18.2500,1043.7,13222.4
wor80Z-57M-13p1B-100k-bs64-lr30-zloss-g1e+02-s1,3.933,3.933,51.081,,,-,-,-,-,-,0.075,18.524,9.557,0.893,1.752,0.183,-0.1884,-18.5449,,-,0.000,21.458,13.512,2.161,5.050,0.374,-0.0535,-1.8276,,,-0.211,-0.420,-0.207,-0.308,2.07,1374.34,0.15%,-18.5000,4.5625,2.5156,1.0703,18.5000,56.7500,84.6,13207.8
wor80Z-57M-13p1B-100k-bs64-lr30-zloss-g1e-01-s1,3.349,3.349,28.470,,,-,-,-,-,-,0.347,13.474,11.383,0.893,0.912,0.080,-0.1110,-18.7294,20.6,-,0.000,18.825,10.041,5.431,8.829,0.879,0.0993,1.7306,21.3,12.9,-0.556,-0.613,-0.523,-0.553,3.63,2013.49,0.18%,-18.7500,3.8438,2.5625,0.7422,18.7500,41.2500,267.3,13190.5
wor80Z-57M-13p1B-100k-bs64-lr30-zloss-g1e-07-s1,3.371,3.371,29.105,,,-,-,-,-,-,0.344,13.848,11.355,0.893,0.938,0.083,-0.0163,-1.6670,20.9,-,0.015,15.429,7.622,3.258,6.328,0.830,-0.0003,-0.0042,18.0,8.1,-0.682,-0.688,-0.737,-0.687,2.81,1506.80,0.19%,-1.6719,3.0469,10.4375,0.4219,8.8750,23.8750,371.2,13147.8
wor80Z-57M-13p1B-100k-bs64-lr300-zloss-g1e+02-s1,4.880,4.880,131.613,,,-,-,-,-,-,0.000,240.685,37.229,0.893,10.058,0.270,-0.2011,-17.8544,35.2,-,0.000,81.210,37.741,5.816,15.282,0.405,0.0662,3.8689,35.1,31.1,-0.057,-0.189,0.048,-0.304,32.52,4045.18,0.80%,-17.8750,5.0625,1.8125,0.6758,17.8750,69.0000,43.9,13177.3
wor80Z-57M-13p1B-100k-bs64-lr300-zloss-g1e-01-s1,3.358,3.358,28.733,,,-,-,-,-,-,0.000,220.782,95.834,0.893,9.577,0.100,-0.0205,-19.1486,54.3,-,0.000,206.478,147.007,60.791,139.788,0.951,-0.0769,-4.9347,28.5,0.1,-0.600,-0.553,-0.561,-0.520,9.83,31554.82,0.03%,-19.1250,4.0312,2.5625,0.8633,19.1250,39.7500,39.5,13174.2
wor80Z-57M-13p1B-100k-bs64-lr300-zloss-g1e-07-s1,3.392,3.392,29.725,,,-,-,-,-,-,0.000,227.170,94.600,0.893,9.875,0.104,0.0609,57.5939,41.1,-,0.000,117.438,71.472,37.769,60.740,0.850,0.0019,0.2960,19.6,6.6,-0.542,-0.537,-0.610,-0.562,12.24,14062.88,0.09%,57.5000,3.9531,50.2500,0.8828,62.0000,80.5000,150.4,13168.4
wor80Z-57M-13p1B-100k-bs64-lr3000-zloss-g1e+02-s1,7.750,7.750,2321.017,,,-,-,-,-,-,0.000,100.484,11.773,0.893,0.552,0.047,-0.0106,-12.8999,-7.6,-,0.000,1223.036,189.722,24.216,174.127,0.918,-0.0298,-0.1150,-9.0,-12.8,0.815,0.862,0.582,0.818,54.47,42991.11,0.13%,-12.9375,3.4688,0.1104,0.0271,12.9375,100.0000,38.7,12983.6
wor80Z-57M-13p1B-100k-bs64-lr3000-zloss-g1e-01-s1,3.498,3.498,33.046,,,-,-,-,-,-,0.000,1649.904,498.229,0.893,57.308,0.115,-0.0132,-18.8515,52.3,-,0.000,1257.867,979.936,418.632,907.695,0.926,0.0446,4.0170,24.8,2.3,-0.466,-0.351,-0.410,-0.315,136.57,204891.41,0.07%,-18.8750,3.6875,3.5469,1.6328,18.8750,69.5000,38.1,13094.1
wor80Z-57M-13p1B-100k-bs64-lr3000-zloss-g1e-07-s1,3.823,3.823,45.764,,,-,-,-,-,-,0.000,1233.625,511.107,0.893,95.857,0.188,0.1513,479.5712,56.3,-,0.000,881.196,510.553,254.288,432.295,0.847,0.0333,23.4277,24.6,-2.7,-0.507,-0.519,-0.588,-0.565,135.14,101380.57,0.13%,480.0000,5.1562,524.0000,2.7969,480.0000,500.0000,45.9,13134.3
worA0E-109M-13p1B-100k-bs64-lr10-muloss-g1e+02-s1,3.210,3.210,24.783,,,-,-,-,-,-,0.791,5.361,4.466,0.920,0.238,0.053,-0.8593,-0.0459,9.3,-,0.613,8.065,1.991,0.815,0.002,0.001,-0.0122,-0.1007,24.2,18.3,-0.460,-0.257,-0.272,-0.104,1.59,292.34,0.54%,-0.0457,2.3281,0.0267,0.2910,1.7734,16.0000,1705.7,20655.1
worA0E-109M-13p1B-100k-bs64-lr10-muloss-g1e-04-s1,3.212,3.212,24.825,,,-,-,-,-,-,0.777,5.164,4.469,0.920,0.248,0.056,-0.0113,-0.5630,16.8,-,0.074,6.411,3.145,1.396,2.334,0.742,-0.0288,-0.1523,19.4,6.0,-0.691,-0.709,-0.567,-0.650,1.49,549.34,0.27%,-0.5625,2.6562,6.0625,0.2480,5.0312,19.6250,872.2,20622.3
worA0E-109M-13p1B-100k-bs64-lr10-muloss-g1e-07-s1,3.211,3.211,24.796,,,-,-,-,-,-,0.759,5.165,4.471,0.920,0.250,0.056,0.0177,1.0546,12.5,-,0.086,6.452,3.170,1.355,2.436,0.768,-0.0116,-0.0711,15.2,3.9,-0.670,-0.726,-0.769,-0.750,1.44,575.01,0.25%,1.0547,2.7188,5.8438,0.2598,4.9062,20.0000,908.5,20614.2
worA0E-109M-13p1B-100k-bs64-lr100-muloss-g1e+02-s1,3.201,3.201,24.555,,,-,-,-,-,-,0.000,58.161,41.293,0.920,4.201,0.102,-0.4740,-0.0004,35.9,-,0.000,54.322,16.591,8.829,0.000,0.000,0.0165,0.2825,21.5,17.2,-0.346,-0.206,0.348,0.228,7.89,1797.52,0.44%,-0.0006,2.7500,0.0013,0.4902,2.1094,17.7500,48.9,20646.2
worA0E-109M-13p1B-100k-bs64-lr100-muloss-g1e-04-s1,3.207,3.207,24.703,,,-,-,-,-,-,0.000,65.846,41.463,0.920,4.244,0.102,0.1822,21.8792,42.1,-,0.000,204.257,28.154,12.629,12.088,0.429,0.0853,3.5975,25.1,11.9,-0.536,-0.467,0.261,-0.233,7.39,6684.53,0.11%,21.8750,3.1719,13.9375,0.6680,23.0000,40.2500,65.7,20636.5
worA0E-109M-13p1B-100k-bs64-lr100-muloss-g1e-07-s1,3.206,3.206,24.683,,,-,-,-,-,-,0.001,61.498,41.371,0.920,4.233,0.102,0.0487,9.9469,35.1,-,0.000,49.838,28.177,12.839,20.522,0.728,0.0091,0.3817,16.3,11.1,-0.581,-0.600,-0.569,-0.534,7.83,4968.56,0.16%,9.9375,3.2812,9.6250,0.4902,11.6875,28.8750,47.6,20738.2
worA0E-109M-13p1B-100k-bs64-lr1000-muloss-g1e+02-s1,3.234,3.234,25.371,,,-,-,-,-,-,0.000,1681.243,304.404,0.920,28.115,0.092,-0.9361,-0.0000,45.2,-,0.000,59.301,29.188,5.576,0.000,0.000,-0.0737,-1.4841,59.2,56.5,0.712,0.692,-0.326,-0.204,46.09,924.45,4.99%,-0.0000,2.6094,0.0000,0.6953,2.0000,17.1250,41.7,20535.6
worA0E-109M-13p1B-100k-bs64-lr1000-muloss-g1e-04-s1,3.272,3.272,26.376,,,-,-,-,-,-,0.000,487.065,239.411,0.920,37.449,0.156,0.3318,1.7370,36.0,-,0.000,279.586,126.562,57.505,9.309,0.074,0.0632,1.3319,35.7,34.0,0.167,0.057,-0.160,-0.104,43.38,5247.93,0.83%,1.7344,2.6406,13.4375,0.8984,11.0625,26.7500,42.1,20595.7
worA0E-109M-13p1B-100k-bs64-lr1000-muloss-g1e-07-s1,3.601,3.601,36.617,,,-,-,-,-,-,0.000,1697.162,304.820,0.920,25.875,0.085,0.2661,546.2128,45.9,-,0.000,392.777,219.280,138.323,155.232,0.708,0.0168,5.7529,26.6,4.6,-0.301,-0.367,-0.400,-0.399,115.32,36114.90,0.32%,548.0000,15.0000,274.0000,7.7500,548.0000,568.0000,43.5,20590.2
worA0E-109M-13p1B-100k-bs64-lr3-muloss-g1e+02-s1,3.256,3.256,25.941,,,-,-,-,-,-,0.973,1.850,1.669,0.920,0.036,0.022,-0.8074,-0.0764,-4.6,-,0.964,1.655,0.677,0.173,0.002,0.003,0.0268,0.0414,33.0,30.9,-0.098,0.098,-0.298,-0.108,1.11,65.98,1.69%,-0.0762,2.1094,0.0898,0.1475,1.5859,15.5000,5951.1,20623.4
worA0E-109M-13p1B-100k-bs64-lr3-muloss-g1e-04-s1,3.261,3.261,26.081,,,-,-,-,-,-,0.971,1.854,1.669,0.920,0.036,0.022,-0.1232,-3.8540,2.3,-,0.284,2.622,1.411,0.548,1.166,0.826,-0.0204,-0.0199,14.3,1.2,-0.628,-0.647,-0.712,-0.661,1.33,275.12,0.48%,-3.8594,2.4062,3.5312,0.1787,4.8438,16.2500,1036.1,20625.9
worA0E-109M-13p1B-100k-bs64-lr3-muloss-g1e-07-s1,3.261,3.261,26.079,,,-,-,-,-,-,0.973,1.855,1.669,0.920,0.036,0.022,-0.1433,-4.2016,3.2,-,0.283,2.628,1.412,0.555,1.162,0.823,-0.0311,-0.0285,15.0,1.1,-0.655,-0.667,-0.729,-0.675,1.38,275.08,0.50%,-4.1875,2.4375,3.9844,0.1875,5.4062,17.0000,991.3,20724.2
worA0E-109M-13p1B-100k-bs64-lr30-muloss-g1e+02-s1,3.198,3.198,24.477,,,-,-,-,-,-,0.466,16.510,12.888,0.920,1.163,0.090,-0.8974,-0.0190,35.5,-,0.007,28.921,6.842,2.693,0.001,0.000,-0.0088,-0.2299,24.3,19.7,-0.554,-0.443,-0.172,-0.027,2.90,1262.78,0.23%,-0.0193,2.6094,0.0137,0.4004,2.0000,16.7500,348.9,20663.1
worA0E-109M-13p1B-100k-bs64-lr30-muloss-g1e-04-s1,3.202,3.202,24.571,,,-,-,-,-,-,0.324,15.941,12.913,0.920,1.112,0.086,-0.0069,-0.4799,22.0,-,0.000,45.807,9.582,3.831,6.661,0.695,-0.0269,-0.3109,18.8,3.4,-0.604,-0.541,-0.093,-0.385,3.90,1720.38,0.23%,-0.4805,3.0781,6.7500,0.3984,6.0312,22.0000,195.0,20648.6
worA0E-109M-13p1B-100k-bs64-lr30-muloss-g1e-07-s1,3.203,3.203,24.599,,,-,-,-,-,-,0.193,16.158,12.912,0.920,1.103,0.085,-0.0980,-6.1842,31.6,-,0.000,16.147,8.171,3.784,5.993,0.733,0.0043,0.0503,15.5,9.6,-0.661,-0.683,-0.765,-0.723,3.71,1425.83,0.26%,-6.1875,2.9375,8.9375,0.3594,9.3125,24.2500,216.1,20692.1
worA0E-109M-13p1B-100k-bs64-lr300-muloss-g1e+02-s1,3.205,3.205,24.665,,,-,-,-,-,-,0.000,295.890,115.427,0.920,10.527,0.091,-0.8774,-0.0001,39.4,-,0.003,47.769,23.443,7.801,0.000,0.000,0.0249,0.4582,56.9,53.5,0.642,0.619,-0.263,-0.119,40.94,680.15,6.02%,-0.0001,2.4375,0.0001,0.6289,1.8516,16.7500,41.8,20625.0
worA0E-109M-13p1B-100k-bs64-lr300-muloss-g1e-04-s1,3.225,3.225,25.143,,,-,-,-,-,-,0.000,282.492,112.521,0.920,9.801,0.087,-0.2446,-10.8918,38.2,-,0.000,596.336,74.294,24.276,10.883,0.146,0.0200,0.8032,5.9,4.0,-0.510,-0.223,0.362,-0.159,19.77,21214.88,0.09%,-10.8750,3.0938,17.5000,0.9453,16.8750,33.2500,42.6,20636.8
worA0E-109M-13p1B-100k-bs64-lr300-muloss-g1e-07-s1,3.231,3.231,25.310,,,-,-,-,-,-,0.000,280.635,114.058,0.920,9.850,0.086,0.0581,34.9826,32.6,-,0.000,141.149,81.024,45.860,62.881,0.776,0.0557,5.2515,28.2,6.3,-0.521,-0.536,-0.636,-0.579,13.07,14631.64,0.09%,35.0000,3.3750,29.1250,0.9023,38.5000,56.2500,54.3,20803.3
worA0E-109M-13p1B-100k-bs64-lr3000-muloss-g1e+02-s1,3.283,3.283,26.665,,,-,-,-,-,-,0.000,1543.907,560.370,0.920,90.253,0.161,-0.8561,-0.0000,54.4,-,0.000,63.940,30.218,3.949,0.000,0.000,0.0261,0.8361,59.8,56.9,0.747,0.732,-0.487,-0.404,38.91,1157.78,3.36%,-0.0000,2.7500,0.0000,0.6445,2.1250,17.3750,41.9,20579.0
worA0E-109M-13p1B-100k-bs64-lr3000-muloss-g1e-04-s1,3.311,3.311,27.405,,,-,-,-,-,-,0.000,1578.693,501.292,0.920,61.541,0.123,-0.9395,-2.6645,45.5,-,0.000,577.636,286.651,130.038,8.607,0.030,-0.0385,-0.7816,27.2,24.4,0.140,-0.002,-0.018,-0.020,132.29,14335.23,0.92%,-2.6719,2.5938,5.4062,0.5977,4.9062,18.7500,41.8,20640.5
worA0E-109M-13p1B-100k-bs64-lr3000-muloss-g1e-07-s1,3.458,3.458,31.754,,,-,-,-,-,-,0.000,1538.607,491.800,0.920,64.657,0.131,0.1548,164.3717,45.9,-,0.000,813.556,481.194,276.897,346.411,0.720,0.0259,5.1402,25.6,8.1,-0.157,-0.135,-0.059,-0.064,137.94,80171.33,0.17%,164.0000,10.3125,186.0000,15.2500,164.0000,186.0000,42.6,20553.0
worA0Z-109M-13p1B-100k-bs64-lr10-zloss-g1e+02-s1,3.670,3.670,39.269,,,-,-,-,-,-,0.434,5.251,4.119,0.920,0.719,0.175,-0.3025,-18.5886,46.0,-,0.145,9.940,5.588,1.738,2.573,0.460,-0.0316,-0.5421,50.5,47.5,-0.342,-0.548,-0.281,-0.384,3.90,666.62,0.59%,-18.6250,4.1875,2.5781,1.0938,18.6250,42.2500,64.3,20873.4
worA0Z-109M-13p1B-100k-bs64-lr10-zloss-g1e-01-s1,3.199,3.199,24.504,,,-,-,-,-,-,0.748,5.138,4.481,0.920,0.252,0.056,-0.2273,-18.3763,10.7,-,0.021,8.278,4.454,2.426,3.697,0.830,0.0116,0.0636,23.4,9.6,-0.641,-0.664,-0.743,-0.688,2.13,837.24,0.25%,-18.3750,3.5000,2.1719,0.4551,18.3750,38.0000,624.4,21022.3
worA0Z-109M-13p1B-100k-bs64-lr10-zloss-g1e-07-s1,3.211,3.211,24.816,,,-,-,-,-,-,0.692,5.146,4.469,0.920,0.245,0.055,-0.0189,-0.9032,24.6,-,0.073,6.786,3.272,1.433,2.538,0.776,-0.0001,-0.0004,15.8,1.6,-0.672,-0.723,-0.766,-0.742,1.56,598.02,0.26%,-0.9023,2.7031,6.4062,0.2734,5.3750,20.0000,720.1,21136.2
worA0Z-109M-13p1B-100k-bs64-lr100-zloss-g1e+02-s1,4.024,4.024,55.906,,,-,-,-,-,-,0.000,75.453,21.792,0.920,5.085,0.233,-0.2836,-18.2920,28.8,-,0.000,51.622,26.121,5.531,10.256,0.393,0.0002,0.0064,39.4,35.8,0.034,-0.125,0.011,-0.153,1.67,2699.53,0.06%,-18.2500,4.3125,1.9219,0.5391,18.2500,49.5000,42.2,20905.8
worA0Z-109M-13p1B-100k-bs64-lr100-zloss-g1e-01-s1,3.186,3.186,24.194,,,-,-,-,-,-,0.000,57.885,41.028,0.920,4.118,0.100,-0.0736,-19.3960,39.7,-,0.000,63.952,37.174,20.965,31.264,0.841,0.0227,0.7883,35.9,15.4,-0.613,-0.629,-0.622,-0.589,9.01,7091.44,0.13%,-19.3750,4.1250,2.7031,0.9297,19.3750,42.5000,45.9,20849.1
worA0Z-109M-13p1B-100k-bs64-lr100-zloss-g1e-07-s1,3.210,3.210,24.772,,,-,-,-,-,-,0.003,61.706,41.228,0.920,4.136,0.100,0.0398,7.2409,38.0,-,0.000,52.248,30.319,12.775,24.411,0.805,-0.0169,-0.5200,14.5,4.0,-0.605,-0.623,-0.657,-0.624,8.01,5744.90,0.14%,7.2188,3.0938,12.9375,0.4844,12.2500,28.6250,61.4,21009.4
worA0Z-109M-13p1B-100k-bs64-lr1000-zloss-g1e+02-s1,7.675,7.675,2152.801,,,-,-,-,-,-,0.643,11.703,1.399,0.920,0.029,0.020,-0.6579,-12.6856,1.1,-,0.000,115.576,50.904,12.168,23.865,0.469,0.0128,0.0003,14.1,10.9,0.590,0.746,-0.850,-0.854,58.37,5457.48,1.07%,-12.6875,1.5625,0.0000,0.0012,12.6875,18.0000,41.8,20734.5
worA0Z-109M-13p1B-100k-bs64-lr1000-zloss-g1e-01-s1,3.246,3.246,25.687,,,-,-,-,-,-,0.000,484.088,260.099,0.920,37.482,0.144,-0.0106,-19.0957,51.9,-,0.000,754.448,531.110,210.836,502.587,0.946,0.0462,6.1857,27.8,10.7,-0.526,-0.487,-0.470,-0.437,28.50,113842.91,0.03%,-19.1250,3.7500,2.7969,1.1719,19.1250,40.0000,41.9,20765.3
worA0Z-109M-13p1B-100k-bs64-lr1000-zloss-g1e-07-s1,3.295,3.295,26.977,,,-,-,-,-,-,0.000,1670.375,304.091,0.920,24.499,0.081,0.1173,109.5106,39.0,-,0.000,367.348,216.463,120.657,151.062,0.698,-0.0406,-6.1456,32.4,14.1,-0.447,-0.466,-0.582,-0.549,40.91,36309.62,0.11%,109.5000,3.8281,88.0000,1.4531,111.0000,129.0000,54.8,20793.0
worA0Z-109M-13p1B-100k-bs64-lr3-zloss-g1e+02-s1,3.644,3.644,38.245,,,-,-,-,-,-,0.746,2.035,1.647,0.920,0.273,0.165,-0.5213,-17.8994,53.1,-,0.135,4.247,2.641,1.259,1.984,0.751,0.0090,0.0425,48.7,34.1,-0.527,-0.661,-0.545,-0.615,4.33,456.57,0.95%,-17.8750,3.4688,2.1094,0.4648,17.8750,32.5000,51.0,20833.0
worA0Z-109M-13p1B-100k-bs64-lr3-zloss-g1e-01-s1,3.242,3.242,25.577,,,-,-,-,-,-,0.967,1.852,1.671,0.920,0.046,0.028,-0.1802,-17.8769,1.2,-,0.063,4.181,2.834,1.298,2.705,0.954,0.0517,0.0873,27.9,3.6,-0.725,-0.669,-0.733,-0.647,1.33,611.18,0.22%,-17.8750,3.1562,2.0625,0.3848,17.8750,35.0000,1358.6,20858.3
worA0Z-109M-13p1B-100k-bs64-lr3-zloss-g1e-07-s1,3.261,3.261,26.084,,,-,-,-,-,-,0.976,1.848,1.669,0.920,0.036,0.022,-0.1413,-4.2838,3.1,-,0.283,2.638,1.429,0.558,1.183,0.828,-0.0266,-0.0245,13.2,2.3,-0.654,-0.663,-0.729,-0.672,1.37,280.21,0.49%,-4.2812,2.4375,3.7656,0.1875,5.3125,16.6250,1018.4,20975.3
worA0Z-109M-13p1B-100k-bs64-lr30-zloss-g1e+02-s1,3.818,3.818,45.535,,,-,-,-,-,-,0.156,20.095,10.386,0.920,1.872,0.180,-0.1656,-18.5933,45.5,-,0.003,23.068,14.802,1.888,5.065,0.342,-0.0023,-0.0944,50.5,48.9,-0.153,-0.363,-0.203,-0.320,1.68,1403.21,0.12%,-18.6250,4.6250,2.4062,0.9688,18.6250,61.5000,218.9,20976.0
